group,title,first_sentence
women,Women in the United States Prohibition movement,"The Temperance movement began over 40 years before the Eighteenth Amendment to the United States Constitution was introduced. Across the country different groups began lobbying for temperance by arguing that alcohol was morally corrupting and hurting families economically, when men would drink their family's money away."
women,Women in the United States Senate,"This article covers the history of women in the United States Senate and various milestones achieved by female senators. It includes a list of all women who have served in the Senate, a list of current female senators, and a list of states represented by women in the Senate."
women,Women in the United States Space Force,There have been women in the United States Space Force since the branch's inception in 2019. It is the only branch of the United States military where women have always had equal roles.
women,Women in the United States Virgin Islands,"Women in the United States Virgin Islands are women who were born in, who live in, and are from the Virgin Islands of the United States, a group of islands in the Caribbean that are an insular area of the United States, and is composed of the islands of St. Croix, St."
women,Women in the Victorian era,Critical scholars have pointed to the status of women in the Victorian era as an illustration of the striking discrepancy of the United Kingdom's national power and wealth when compared to its social conditions. The era is named after Queen Victoria.
women,Women in the Victorian Legislative Assembly,"There have been 108 women in the Victorian Legislative Assembly since its establishment in 1856. Women have had the right to vote in Victoria, Australia since 1908 and the right to stand as a candidate for the Victorian Legislative Assembly since 1923."
women,Women in the Victorian Legislative Council,"There have been 60 women in the Victorian Legislative Council since its establishment in 1856. Women have had the right to vote in Victoria, Australia since 1908 and the right to stand as a candidate for the Victorian Legislative Council since 1923."
women,Women in the Vietnam War,"Women in the Vietnam War were active in a large variety of roles, making significant impacts on the War and with the War having significant impacts on them.
Several million Vietnamese women served in the military and in militias during the War, particularly in the National Liberation Front of South Vietnam (also known as the Viet Cong), with the slogan ""when war comes, even the women must fight"" being widely used."
women,Women in the war in Donbas,"Women in the war in Donbas have taken on many different roles, both in the military and as civilians. The role of women in the war in Donbas, a conflict that evolved into part of the broader Russo-Ukrainian War, has been significant and multifaceted."
women,Women in the Western Australian Legislative Assembly,There have been 66 women in the Western Australian Legislative Assembly since its establishment in 1890. Women have had the right to vote since 1899 and the right to stand as candidates since 1920.
women,Women in the Western Australian Legislative Council,There have been 54 women in the Western Australian Legislative Council since its creation in 1832. Women have had the right to vote since 1899 and the right to stand as candidates since 1920.
women,Women in the Western Sahara,"Women in the Western Sahara, commonly known as Sahrawi women, play important roles in family life, refugee camp administration, political activism, and social services, both within the territory controlled by Morocco and in the Sahrawi refugee camps in Tindouf, Algeria. Sahrawi women have been prominent within the Polisario Front’s institutions and in managing long-term refugee camps."
women,Women in the workforce,"Since the Industrial Revolution, participation of women in the workforce outside the home has increased in industrialized nations, with particularly large growth seen in the 20th century. Largely seen as a boon for industrial society, women in the workforce contribute to a higher national economic output as measure in GDP as well as decreasing labor costs by increasing the labor supply in a society."
women,Women in the workforce in Francoist Spain,Women in the workforce in Francoist Spain faced high levels of discrimination. The end of the Spanish Civil War saw a return of traditional gender roles in the country.
women,Women in the World,"Women in the World was a live journalism platform that was founded by Tina Brown in 2010 to ""discover and amplify the unheard voices of global women on the front lines of change."" 
First held at New York’s Hudson Theater, and thereafter at Lincoln Center’s David Koch Theater, Women in the World summits convened women leaders, activists and political change-makers from around the world to share their stories, and offer solutions to building a better life for women and girls. Former ABC news producer Kyle Gibson was senior executive producer and managing editor of the inaugural event."
women,Women in the world wars,"During both world wars, women were required to undertake new roles in their respective national war efforts. Women across the world experienced severe setbacks as well as considerable societal progress during this timeframe."
women,Women in the yellow vests movement,"Women have been involved in the yellow vests movement since its inception.  This is a result of women on the whole being more affected by poverty in France than their male counterparts, in part because many are heads-of-household and need to take time off from paid employment to give birth to children."
women,Women in Timor-Leste,The East Timorese people mixed racially with Melanesian and Malay genetically. Most of the East Timorese population are Roman Catholic.
women,Women in Tonga,"As female residents of Tonga, women in Tonga had been described in 2000 by the Los Angeles Times as members of Tongan society who traditionally have a ""high position in Tongan society"" due to the country's partly matriarchal foundation but ""can't own land"", ""subservient"" to husbands in terms of ""domestic affairs"" and ""by custom and law, must dress modestly, usually in Mother Hubbard-style dresses hemmed well below the knee"". Based on the ""superficial dealings"" of LA Times Travel Writer, Susan Spano with the women of Tonga in 2000, she found that Tongan women were a ""little standoffish"", while Patricia Ledyard, former headmistress of a missionary school for girls in Tonga, confirmed that such ""aloofness"" of Tongan women were due to the nation's ""rigid class system"" and the country's ""efforts to retain its cultural identity""."
women,Women in Transnistria,"Women in Transnistria are women who live in or are from Transnistria (officially the Pridnestrovian Moldavian Republic, known locally as Pridnestrovie)."
women,Women in Trinidad and Tobago,"Women in Trinidad and Tobago are women who were born in, who live in, or are from Trinidad and Tobago. Depending from which island the women came, they may also be called Trinidadian women or Tobagonian women respectively."
women,Women in Tunisia,"Since the December 2010 revolution in Tunisia and protests across the Middle East and North Africa (MENA) began, Tunisian women have played an unprecedented part in the protests. Habib Bourguiba began instituting secular freedoms for women in 1956, such as access to higher education, the right to file for divorce, and certain job opportunities."
women,Women in Turkey,"Women in Turkey obtained full political participation rights, including the right to vote and run for office nationwide offices in 1934. Article 10 of the Turkish Constitution bans any discrimination, state or private, on the grounds of sex."
women,Women in Turkish politics,"Women in Turkey have an active participation in national politics, and the number of women in the Turkish parliament has been increasing steadily in recent elections."
women,Women in Turkmenistan,Women comprise 50.8% of Turkmenistan's population. They generally have assigned roles in society and reduced rights compared to men.
women,Women in Tuvalu,Women in Tuvalu continue to maintain a traditional Polynesian culture within a predominantly Christian society. Tuvaluan cultural identity is sustained through an individual's connection to their home island.
women,Women in Uganda,Women in Uganda have substantial economic and social responsibilities throughout Uganda's many traditional societies. Ugandan women come from a range of economic and educational backgrounds.
women,Women in Ukraine,"Women in Ukraine have equal constitutional rights as men in the economic, political, cultural, and social fields, as well as in the family.
Most of the around 45 percent of Ukraine's population (45 million) who suffer violence – physical, sexual, or mental – are women."
women,Women in unions in South Korea,"Women in Asia have been organizing to address workplace issues, such as unequal pay and workplace violence as early as the 1880s. The formation of women's labor unions in South Korea began in the late 1970s with the Minjung movement, as it is based on the mobilization of young female factory workers and martial law suspended labor rights."
women,Women in United States juries,"The representation of women on United States juries drastically increased during the last hundred years because of legislation and court rulings. Until the latter part of the twentieth century, women were routinely excluded from jury service."
women,Women in Unión General de Trabajadores in Francoist Spain,"Women in Unión General de Trabajadores (UGT) in Francoist Spain played important roles in the union dating back to the Second Republic period, even as their specific needs like maternity leave, childcare provisions and equal pay were subverted for the improvement of better overall working conditions. Women UGT leaders in the Civil War period included María Lacrampe and Claudina García Perez."
women,Women in Uruguay,"Women in Uruguay are women who live in or are from the country. Their status has changed significantly throughout its history, and legislation aimed at advancing women’s rights began to be enacted in the early twentieth century."
women,Women in Uzbekistan,"Women in Uzbekistan are subject to restrictions imposed by local tradition, religion and social norms."
women,Women in Vanuatu,"Women in Vanuatu are women who live in or are from Vanuatu. This includes their education, healthcare, political, and economic information."
women,Women in Vatican City,"Women account for approximately 5.5% of the citizenry of Vatican City. According to the Herald Sun in March 2011, there were only 32 females out of 572 citizens issued with Vatican passports and one of them was a nun."
women,Women in Venezuela,"Women in Venezuela have historically played asymmetrical roles in society compared to men. In modern times, Venezuela still faces important challenges related to discrimination, unequal political representation, lack of access to adequate health services and child care, and sex violence."
women,Women in venture capital,Women in venture capital or VC are investors who provide venture capital funding to startups. Women make up a small (usually less than 10%) fraction of the venture capital private equity workforce.
women,Women in Vietnam,"The role of women in Vietnam was subject to many changes throughout the history of Vietnam. They have taken on varying roles in society, and the country has seen a number of advances in women's rights, such as an increase in female representation in government, as well as the creation of the Vietnam Women's Union in 1930."
women,Women in war,"Throughout history, women have assumed diverse roles during periods of war, contributing to war efforts in various capacities.
Women served as warriors in many ancient armies."
women,Women in warfare (1500–1699),Women have played a leading role in active warfare. The following is a list of prominent women in war and their exploits from about 1500 up to about 1699.
women,Women in warfare and the military (1900–1945),This timeline of women in warfare and the military (1900–1945) deals with the role of women in the military around the world from 1900 through 1945. The two major events in this time period were World War I and World War II. Please see Women in World War I and Women in World War II for more information.
women,Women in warfare and the military (1945–1999),"This list is about women in warfare and the military from 1945 to 1999, worldwide.
For the United States specifically, see Timeline of women in warfare in the United States from 1950 to 1999."
women,Women in warfare and the military (2000–present),"This article is about women in warfare and the military (2000–present) throughout the world outside the United States. For women in warfare and the military in the United States since 2000, please see: Timeline of women in warfare and the military in the United States, 2000–2010 and Timeline of women in warfare and the military in the United States, 2011–present."
women,Women in warfare and the military in the 19th century,"The following is a list of women in war and their exploits from about 1800 up to about 1899.
For women in warfare in the United States at this time, please see Timeline of women in war in the United States, pre-1945."
women,Women in World History,"Women in World History: A Biographical Encyclopedia is a 16-volume reference work of biographies of notable women. It includes biographies of around 10,000 women, and also includes genealogical charts of noble families and some joint entries about multiple women (such as ""Astronauts: Women in Space"")."
women,Women in World War I,Women in World War I were mobilized in unprecedented numbers on all sides. The vast majority of these women were drafted into the civilian work force to replace conscripted men or to work in greatly expanded munitions factories.
women,Women in World War II,"Women took on many different roles during World War II, including as combatants and workers on the home front. The war involved global conflict on an unprecedented scale; the absolute urgency of mobilizing the entire population made the expansion of the role of women inevitable, although the particular roles varied from country."
women,Women in WWE,"Throughout its history, women have served in various onscreen roles in the American professional wrestling promotion WWE. In the 1990s, WWE (then known as the World Wrestling Federation) introduced the term Diva to refer to its female performers, including wrestlers, managers or valets, backstage interviewers, or ring announcers.

At WrestleMania 32 in 2016, WWE announced their discontinuation of the ""Diva"" branding for its female performers, as part of a move to present them in an athletic manner more in line with their male counterparts, rather than in a means based around sex appeal."
women,Women in Yemen,"Women in Yemen suffer from gender-based discrimination due to the highly patriarchal character of Yemeni society.
Although the government of Yemen has made efforts to improve the rights of women (including the formation of a Women's Development Strategy and a Women Health Development Strategy), many cultural and religious norms stand in the way of equal rights for women."
women,Women in Zambia,"The status of women in Zambia has improved in recent years. Among other things, the maternal mortality rate has dropped and the National Assembly of Zambia has enacted multiple policies aimed at decreasing violence against women."
women,Women in Zoroastrianism,"Zoroastrianism has since its inception recognized total spiritual equality between women and men. The spiritual founder of Zoroastrianism, the eponymous Zoroaster, explicitly addressed both men and women, and affirmed that individuals of either gender could be righteous and could achieve salvation, an apparent innovation compared to the preceding polytheistic Iranian faiths."
